time,open,high,low,close,volume
2025-01-02T10:00:00+00:00,105.7600,106.1100,105.3500,105.7000,1034
2025-01-02T11:00:00+00:00,105.7000,106.0500,105.0500,105.4000,1035
2025-01-02T12:00:00+00:00,105.4000,105.7500,104.7900,105.1400,1036
2025-01-02T13:00:00+00:00,105.1400,105.4900,104.5700,104.9200,1037
2025-01-02T14:00:00+00:00,104.9200,105.2700,104.3900,104.7400,1038
2025-01-02T15:00:00+00:00,104.7400,105.0900,104.2500,104.6000,1039
2025-01-02T16:00:00+00:00,104.6000,104.9500,104.1500,104.5000,1040
2025-01-02T17:00:00+00:00,104.5000,104.8500,104.0900,104.4400,1041
2025-01-02T18:00:00+00:00,104.4400,104.7900,103.7900,104.1400,1042
2025-01-02T19:00:00+00:00,104.1400,104.4900,103.5300,103.8800,1043
2025-01-02T20:00:00+00:00,103.8800,104.2300,103.3100,103.6600,1044
2025-01-02T21:00:00+00:00,103.6600,104.0100,103.1300,103.4800,1045
2025-01-02T22:00:00+00:00,103.4800,103.8300,102.9900,103.3400,1046
2025-01-02T23:00:00+00:00,103.3400,103.6900,102.8900,103.2400,1047
2025-01-03T00:00:00+00:00,103.2400,103.5900,102.8300,103.1800,1048
2025-01-03T01:00:00+00:00,103.1800,103.5300,102.5300,102.8800,1049
2025-01-03T02:00:00+00:00,102.8800,103.2300,102.2700,102.6200,1050
2025-01-03T03:00:00+00:00,102.6200,102.9700,102.0500,102.4000,1051
2025-01-03T04:00:00+00:00,102.4000,102.7500,101.8700,102.2200,1052
2025-01-03T05:00:00+00:00,102.2200,102.5700,101.7300,102.0800,1053
2025-01-03T06:00:00+00:00,102.0800,102.4300,101.6300,101.9800,1054
2025-01-03T07:00:00+00:00,101.9800,102.3300,101.5700,101.9200,1055
2025-01-03T08:00:00+00:00,101.9200,102.2700,101.2700,101.6200,1056
2025-01-03T09:00:00+00:00,101.6200,101.9700,101.0100,101.3600,1057
2025-01-03T10:00:00+00:00,101.3600,101.7100,100.7900,101.1400,1058
2025-01-03T11:00:00+00:00,101.1400,101.4900,100.6100,100.9600,1059
2025-01-03T12:00:00+00:00,100.9600,101.5700,100.6100,101.2200,1060
2025-01-03T13:00:00+00:00,101.2200,101.8700,100.8700,101.5200,1061
2025-01-03T14:00:00+00:00,101.5200,102.2100,101.1700,101.8600,1062
2025-01-03T15:00:00+00:00,101.8600,102.3100,101.5100,101.9600,1063
2025-01-03T16:00:00+00:00,101.9600,102.4500,101.6100,102.1000,1064
2025-01-03T17:00:00+00:00,102.1000,102.6300,101.7500,102.2800,1065
2025-01-03T18:00:00+00:00,102.2800,102.8500,101.9300,102.5000,1066
2025-01-03T19:00:00+00:00,102.5000,103.1100,102.1500,102.7600,1067
2025-01-03T20:00:00+00:00,102.7600,103.4100,102.4100,103.0600,1068
2025-01-03T21:00:00+00:00,103.0600,103.7500,102.7100,103.4000,1069
2025-01-03T22:00:00+00:00,103.4000,103.8500,103.0500,103.5000,1070
2025-01-03T23:00:00+00:00,103.5000,103.9900,103.1500,103.6400,1071
2025-01-04T00:00:00+00:00,103.6400,104.1700,103.2900,103.8200,1072
2025-01-04T01:00:00+00:00,103.8200,104.3900,103.4700,104.0400,1073
2025-01-04T02:00:00+00:00,104.0400,104.6500,103.6900,104.3000,1074
2025-01-04T03:00:00+00:00,104.3000,104.9500,103.9500,104.6000,1075
2025-01-04T04:00:00+00:00,104.6000,105.2900,104.2500,104.9400,1076
2025-01-04T05:00:00+00:00,104.9400,105.3900,104.5900,105.0400,1077
2025-01-04T06:00:00+00:00,105.0400,105.5300,104.6900,105.1800,1078
2025-01-04T07:00:00+00:00,105.1800,105.7100,104.8300,105.3600,1079
2025-01-04T08:00:00+00:00,105.3600,105.9300,105.0100,105.5800,1080
2025-01-04T09:00:00+00:00,105.5800,106.1900,105.2300,105.8400,1081
2025-01-04T10:00:00+00:00,105.8400,106.4900,105.4900,106.1400,1082
2025-01-04T11:00:00+00:00,106.1400,106.8300,105.7900,106.4800,1083
2025-01-04T12:00:00+00:00,106.4800,106.9300,106.1300,106.5800,1084
2025-01-04T13:00:00+00:00,106.5800,107.0700,106.2300,106.7200,1085
2025-01-04T14:00:00+00:00,106.7200,107.2500,106.3700,106.9000,1086
2025-01-04T15:00:00+00:00,106.9000,107.4700,106.5500,107.1200,1087
2025-01-04T16:00:00+00:00,107.1200,107.7300,106.7700,107.3800,1088
2025-01-04T17:00:00+00:00,107.3800,108.0300,107.0300,107.6800,1089
2025-01-04T18:00:00+00:00,107.6800,108.0300,107.2700,107.6200,1090
2025-01-04T19:00:00+00:00,107.6200,107.9700,106.9700,107.3200,1091
2025-01-04T20:00:00+00:00,107.3200,107.6700,106.7100,107.0600,1092
2025-01-04T21:00:00+00:00,107.0600,107.4100,106.4900,106.8400,1093
2025-01-04T22:00:00+00:00,106.8400,107.1900,106.3100,106.6600,1094
2025-01-04T23:00:00+00:00,106.6600,107.0100,106.1700,106.5200,1095
2025-01-05T00:00:00+00:00,106.5200,106.8700,106.0700,106.4200,1096
2025-01-05T01:00:00+00:00,106.4200,106.7700,106.0100,106.3600,1097
2025-01-05T02:00:00+00:00,106.3600,106.7100,105.7100,106.0600,1098
2025-01-05T03:00:00+00:00,106.0600,106.4100,105.4500,105.8000,1099
2025-01-05T04:00:00+00:00,105.8000,106.1500,105.2300,105.5800,1100
2025-01-05T05:00:00+00:00,105.5800,105.9300,105.0500,105.4000,1101
2025-01-05T06:00:00+00:00,105.4000,105.7500,104.9100,105.2600,1102
2025-01-05T07:00:00+00:00,105.2600,105.6100,104.8100,105.1600,1103
2025-01-05T08:00:00+00:00,105.1600,105.5100,104.7500,105.1000,1104
2025-01-05T09:00:00+00:00,105.1000,105.4500,104.4500,104.8000,1105
2025-01-05T10:00:00+00:00,104.8000,105.1500,104.1900,104.5400,1106
2025-01-05T11:00:00+00:00,104.5400,104.8900,103.9700,104.3200,1107
2025-01-05T12:00:00+00:00,104.3200,104.6700,103.7900,104.1400,1108
2025-01-05T13:00:00+00:00,104.1400,104.4900,103.6500,104.0000,1109
2025-01-05T14:00:00+00:00,104.0000,104.3500,103.5500,103.9000,1110
2025-01-05T15:00:00+00:00,103.9000,104.2500,103.4900,103.8400,1111
2025-01-05T16:00:00+00:00,103.8400,104.1900,103.1900,103.5400,1112
2025-01-05T17:00:00+00:00,103.5400,103.8900,102.9300,103.2800,1113
2025-01-05T18:00:00+00:00,103.2800,103.6300,102.7100,103.0600,1114
2025-01-05T19:00:00+00:00,103.0600,103.4100,102.5300,102.8800,1115
2025-01-05T20:00:00+00:00,102.8800,103.2300,102.3900,102.7400,1116
2025-01-05T21:00:00+00:00,102.7400,103.0900,102.2900,102.6400,1117
2025-01-05T22:00:00+00:00,102.6400,102.9900,102.2300,102.5800,1118
2025-01-05T23:00:00+00:00,102.5800,102.9300,101.9300,102.2800,1119
2025-01-06T00:00:00+00:00,102.2800,102.7700,101.9300,102.4200,1120
2025-01-06T01:00:00+00:00,102.4200,102.9500,102.0700,102.6000,1121
2025-01-06T02:00:00+00:00,102.6000,103.1700,102.2500,102.8200,1122
2025-01-06T03:00:00+00:00,102.8200,103.4300,102.4700,103.0800,1123
2025-01-06T04:00:00+00:00,103.0800,103.7300,102.7300,103.3800,1124
2025-01-06T05:00:00+00:00,103.3800,104.0700,103.0300,103.7200,1125
2025-01-06T06:00:00+00:00,103.7200,104.1700,103.3700,103.8200,1126
2025-01-06T07:00:00+00:00,103.8200,104.3100,103.4700,103.9600,1127
2025-01-06T08:00:00+00:00,103.9600,104.4900,103.6100,104.1400,1128
2025-01-06T09:00:00+00:00,104.1400,104.7100,103.7900,104.3600,1129
2025-01-06T10:00:00+00:00,104.3600,104.9700,104.0100,104.6200,1130
2025-01-06T11:00:00+00:00,104.6200,105.2700,104.2700,104.9200,1131
2025-01-06T12:00:00+00:00,104.9200,105.6100,104.5700,105.2600,1132
2025-01-06T13:00:00+00:00,105.2600,105.7100,104.9100,105.3600,1133
2025-01-06T14:00:00+00:00,105.3600,105.8500,105.0100,105.5000,1134
2025-01-06T15:00:00+00:00,105.5000,106.0300,105.1500,105.6800,1135
2025-01-06T16:00:00+00:00,105.6800,106.2500,105.3300,105.9000,1136
2025-01-06T17:00:00+00:00,105.9000,106.5100,105.5500,106.1600,1137
2025-01-06T18:00:00+00:00,106.1600,106.8100,105.8100,106.4600,1138
2025-01-06T19:00:00+00:00,106.4600,107.1500,106.1100,106.8000,1139
2025-01-06T20:00:00+00:00,106.8000,107.2500,106.4500,106.9000,1140
2025-01-06T21:00:00+00:00,106.9000,107.3900,106.5500,107.0400,1141
2025-01-06T22:00:00+00:00,107.0400,107.5700,106.6900,107.2200,1142
2025-01-06T23:00:00+00:00,107.2200,107.7900,106.8700,107.4400,1143
2025-01-07T00:00:00+00:00,107.4400,108.0500,107.0900,107.7000,1144
2025-01-07T01:00:00+00:00,107.7000,108.3500,107.3500,108.0000,1145
2025-01-07T02:00:00+00:00,108.0000,108.6900,107.6500,108.3400,1146
2025-01-07T03:00:00+00:00,108.3400,108.7900,107.9900,108.4400,1147
2025-01-07T04:00:00+00:00,108.4400,108.9300,108.0900,108.5800,1148
2025-01-07T05:00:00+00:00,108.5800,109.1100,108.2300,108.7600,1149
2025-01-07T06:00:00+00:00,108.7600,109.1100,108.2300,108.5800,1150
2025-01-07T07:00:00+00:00,108.5800,108.9300,108.0900,108.4400,1151
2025-01-07T08:00:00+00:00,108.4400,108.7900,107.9900,108.3400,1152
2025-01-07T09:00:00+00:00,108.3400,108.6900,107.9300,108.2800,1153
2025-01-07T10:00:00+00:00,108.2800,108.6300,107.6300,107.9800,1154
2025-01-07T11:00:00+00:00,107.9800,108.3300,107.3700,107.7200,1155
2025-01-07T12:00:00+00:00,107.7200,108.0700,107.1500,107.5000,1156
2025-01-07T13:00:00+00:00,107.5000,107.8500,106.9700,107.3200,1157
2025-01-07T14:00:00+00:00,107.3200,107.6700,106.8300,107.1800,1158
2025-01-07T15:00:00+00:00,107.1800,107.5300,106.7300,107.0800,1159
2025-01-07T16:00:00+00:00,107.0800,107.4300,106.6700,107.0200,1160
2025-01-07T17:00:00+00:00,107.0200,107.3700,106.3700,106.7200,1161
2025-01-07T18:00:00+00:00,106.7200,107.0700,106.1100,106.4600,1162
2025-01-07T19:00:00+00:00,106.4600,106.8100,105.8900,106.2400,1163
2025-01-07T20:00:00+00:00,106.2400,106.5900,105.7100,106.0600,1164
2025-01-07T21:00:00+00:00,106.0600,106.4100,105.5700,105.9200,1165
2025-01-07T22:00:00+00:00,105.9200,106.2700,105.4700,105.8200,1166
2025-01-07T23:00:00+00:00,105.8200,106.1700,105.4100,105.7600,1167
2025-01-08T00:00:00+00:00,105.7600,106.1100,105.1100,105.4600,1168
2025-01-08T01:00:00+00:00,105.4600,105.8100,104.8500,105.2000,1169
2025-01-08T02:00:00+00:00,105.2000,105.5500,104.6300,104.9800,1170
2025-01-08T03:00:00+00:00,104.9800,105.3300,104.4500,104.8000,1171
2025-01-08T04:00:00+00:00,104.8000,105.1500,104.3100,104.6600,1172
2025-01-08T05:00:00+00:00,104.6600,105.0100,104.2100,104.5600,1173
2025-01-08T06:00:00+00:00,104.5600,104.9100,104.1500,104.5000,1174
2025-01-08T07:00:00+00:00,104.5000,104.8500,103.8500,104.2000,1175
2025-01-08T08:00:00+00:00,104.2000,104.5500,103.5900,103.9400,1176
2025-01-08T09:00:00+00:00,103.9400,104.2900,103.3700,103.7200,1177
2025-01-08T10:00:00+00:00,103.7200,104.0700,103.1900,103.5400,1178
2025-01-08T11:00:00+00:00,103.5400,103.8900,103.0500,103.4000,1179
2025-01-08T12:00:00+00:00,103.4000,104.0500,103.0500,103.7000,1180
2025-01-08T13:00:00+00:00,103.7000,104.3900,103.3500,104.0400,1181
2025-01-08T14:00:00+00:00,104.0400,104.4900,103.6900,104.1400,1182
2025-01-08T15:00:00+00:00,104.1400,104.6300,103.7900,104.2800,1183
2025-01-08T16:00:00+00:00,104.2800,104.8100,103.9300,104.4600,1184
2025-01-08T17:00:00+00:00,104.4600,105.0300,104.1100,104.6800,1185
2025-01-08T18:00:00+00:00,104.6800,105.2900,104.3300,104.9400,1186
2025-01-08T19:00:00+00:00,104.9400,105.5900,104.5900,105.2400,1187
2025-01-08T20:00:00+00:00,105.2400,105.9300,104.8900,105.5800,1188
2025-01-08T21:00:00+00:00,105.5800,106.0300,105.2300,105.6800,1189
2025-01-08T22:00:00+00:00,105.6800,106.1700,105.3300,105.8200,1190
2025-01-08T23:00:00+00:00,105.8200,106.3500,105.4700,106.0000,1191
2025-01-09T00:00:00+00:00,106.0000,106.5700,105.6500,106.2200,1192
2025-01-09T01:00:00+00:00,106.2200,106.8300,105.8700,106.4800,1193
2025-01-09T02:00:00+00:00,106.4800,107.1300,106.1300,106.7800,1194
2025-01-09T03:00:00+00:00,106.7800,107.4700,106.4300,107.1200,1195
2025-01-09T04:00:00+00:00,107.1200,107.5700,106.7700,107.2200,1196
2025-01-09T05:00:00+00:00,107.2200,107.7100,106.8700,107.3600,1197
2025-01-09T06:00:00+00:00,107.3600,107.8900,107.0100,107.5400,1198
2025-01-09T07:00:00+00:00,107.5400,108.1100,107.1900,107.7600,1199
2025-01-09T08:00:00+00:00,107.7600,108.3700,107.4100,108.0200,1200
2025-01-09T09:00:00+00:00,108.0200,108.6700,107.6700,108.3200,1201
2025-01-09T10:00:00+00:00,108.3200,109.0100,107.9700,108.6600,1202
2025-01-09T11:00:00+00:00,108.6600,109.1100,108.3100,108.7600,1203
2025-01-09T12:00:00+00:00,108.7600,109.2500,108.4100,108.9000,1204
2025-01-09T13:00:00+00:00,108.9000,109.4300,108.5500,109.0800,1205
2025-01-09T14:00:00+00:00,109.0800,109.6500,108.7300,109.3000,1206
2025-01-09T15:00:00+00:00,109.3000,109.9100,108.9500,109.5600,1207
2025-01-09T16:00:00+00:00,109.5600,110.2100,109.2100,109.8600,1208
2025-01-09T17:00:00+00:00,109.8600,110.5500,109.5100,110.2000,1209
2025-01-09T18:00:00+00:00,110.2000,110.5500,109.5500,109.9000,1210
2025-01-09T19:00:00+00:00,109.9000,110.2500,109.2900,109.6400,1211
2025-01-09T20:00:00+00:00,109.6400,109.9900,109.0700,109.4200,1212
2025-01-09T21:00:00+00:00,109.4200,109.7700,108.8900,109.2400,1213
2025-01-09T22:00:00+00:00,109.2400,109.5900,108.7500,109.1000,1214
2025-01-09T23:00:00+00:00,109.1000,109.4500,108.6500,109.0000,1215
2025-01-10T00:00:00+00:00,109.0000,109.3500,108.5900,108.9400,1216
2025-01-10T01:00:00+00:00,108.9400,109.2900,108.2900,108.6400,1217
2025-01-10T02:00:00+00:00,108.6400,108.9900,108.0300,108.3800,1218
2025-01-10T03:00:00+00:00,108.3800,108.7300,107.8100,108.1600,1219
2025-01-10T04:00:00+00:00,108.1600,108.5100,107.6300,107.9800,1220
2025-01-10T05:00:00+00:00,107.9800,108.3300,107.4900,107.8400,1221
2025-01-10T06:00:00+00:00,107.8400,108.1900,107.3900,107.7400,1222
2025-01-10T07:00:00+00:00,107.7400,108.0900,107.3300,107.6800,1223
2025-01-10T08:00:00+00:00,107.6800,108.0300,107.0300,107.3800,1224
2025-01-10T09:00:00+00:00,107.3800,107.7300,106.7700,107.1200,1225
2025-01-10T10:00:00+00:00,107.1200,107.4700,106.5500,106.9000,1226
2025-01-10T11:00:00+00:00,106.9000,107.2500,106.3700,106.7200,1227
2025-01-10T12:00:00+00:00,106.7200,107.0700,106.2300,106.5800,1228
2025-01-10T13:00:00+00:00,106.5800,106.9300,106.1300,106.4800,1229
2025-01-10T14:00:00+00:00,106.4800,106.8300,106.0700,106.4200,1230
2025-01-10T15:00:00+00:00,106.4200,106.7700,105.7700,106.1200,1231
2025-01-10T16:00:00+00:00,106.1200,106.4700,105.5100,105.8600,1232
2025-01-10T17:00:00+00:00,105.8600,106.2100,105.2900,105.6400,1233
2025-01-10T18:00:00+00:00,105.6400,105.9900,105.1100,105.4600,1234
2025-01-10T19:00:00+00:00,105.4600,105.8100,104.9700,105.3200,1235
2025-01-10T20:00:00+00:00,105.3200,105.6700,104.8700,105.2200,1236
2025-01-10T21:00:00+00:00,105.2200,105.5700,104.8100,105.1600,1237
2025-01-10T22:00:00+00:00,105.1600,105.5100,104.5100,104.8600,1238
2025-01-10T23:00:00+00:00,104.8600,105.2100,104.2500,104.6000,1239
